field,currency,units,period_end,tag,start,end,val,accn,fy,fp,form,filed,frame,retrieved_at,source,transformation,value,source_fiscal_year
cff,USD,USD millions,2023-12-30,NetCashProvidedByUsedInFinancingActivities,2023-01-01,2023-12-30,-636509000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
dividends,USD,USD millions,2023-12-30,PaymentsOfDividends,2023-01-01,2023-12-30,558769000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
employee_share_withholding,USD,USD millions,2023-12-30,TreasuryStockValueAcquiredCostMethod,2023-01-01,2023-12-30,22815000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
sbc,USD,USD millions,2023-12-30,ShareBasedCompensation,2023-01-01,2023-12-30,101422000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
restricted_cash_total,USD,USD millions,2023-12-30,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,2023-12-30,1694156000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
cash_change,USD,USD millions,2023-12-30,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,2023-01-01,2023-12-30,414244000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
fx_cash,USD,USD millions,2023-12-30,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,2023-01-01,2023-12-30,7460000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
acquisitions,USD,USD millions,2023-12-30,grmn:CashPaidForAcquisitionsNetOfCashAcquired,,,,,,,,2025-02-19,,2026-09-06T23:20:53.127445+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/grmn-20241228.htm,,150.853,2024.0
repurchase_plan,USD,USD millions,2023-12-30,grmn:PaymentForPurchaseOfTreasuryStockUnderShareRepurchasePlan,,,,,,,,2025-02-19,,2026-09-06T23:20:53.127445+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/grmn-20241228.htm,,98.988,2024.0
revenue,USD,USD millions,2024-12-28,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-12-28,6296903000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
cogs,USD,USD millions,2024-12-28,CostOfGoodsAndServicesSold,2023-12-31,2024-12-28,2600348000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
gross_profit,USD,USD millions,2024-12-28,GrossProfit,2023-12-31,2024-12-28,3696555000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
ebit,USD,USD millions,2024-12-28,OperatingIncomeLoss,2023-12-31,2024-12-28,1593994000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
sga,USD,USD millions,2024-12-28,SellingGeneralAndAdministrativeExpense,2023-12-31,2024-12-28,1108960000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
rd,USD,USD millions,2024-12-28,ResearchAndDevelopmentExpense,2023-12-31,2024-12-28,993601000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
depreciation,USD,USD millions,2024-12-28,Depreciation,2023-12-31,2024-12-28,140494000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
amortization,USD,USD millions,2024-12-28,AmortizationOfIntangibleAssets,2023-12-31,2024-12-28,30666000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
taxes,USD,USD millions,2024-12-28,IncomeTaxExpenseBenefit,2023-12-31,2024-12-28,283965000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
net_income,USD,USD millions,2024-12-28,NetIncomeLoss,2023-12-31,2024-12-28,1411436000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
cash,USD,USD millions,2024-12-28,CashAndCashEquivalentsAtCarryingValue,,2024-12-28,2079468000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
ar,USD,USD millions,2024-12-28,AccountsReceivableNetCurrent,,2024-12-28,983404000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
inventory,USD,USD millions,2024-12-28,InventoryNet,,2024-12-28,1473978000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
other_current_assets,USD,USD millions,2024-12-28,PrepaidExpenseAndOtherAssetsCurrent,,2024-12-28,353993000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
ppe,USD,USD millions,2024-12-28,PropertyPlantAndEquipmentNet,,2024-12-28,1236884000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
intangibles,USD,USD millions,2024-12-28,OtherIntangibleAssetsNet,,2024-12-28,154163000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
goodwill,USD,USD millions,2024-12-28,Goodwill,,2024-12-28,603947000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
ap,USD,USD millions,2024-12-28,AccountsPayableCurrent,,2024-12-28,359365000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
accrued,USD,USD millions,2024-12-28,OtherAccruedLiabilitiesCurrent,,2024-12-28,216721000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
current_liabilities,USD,USD millions,2024-12-28,LiabilitiesCurrent,,2024-12-28,1507858000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
assets,USD,USD millions,2024-12-28,Assets,,2024-12-28,9630527000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
equity,USD,USD millions,2024-12-28,StockholdersEquity,,2024-12-28,7848398000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
investments,USD,USD millions,2024-12-28,AvailableForSaleSecuritiesDebtSecurities,,2024-12-28,1619601000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
cfo,USD,USD millions,2024-12-28,NetCashProvidedByUsedInOperatingActivities,2023-12-31,2024-12-28,1432471000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
capex,USD,USD millions,2024-12-28,PaymentsToAcquirePropertyPlantAndEquipment,2023-12-31,2024-12-28,193571000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
cfi,USD,USD millions,2024-12-28,NetCashProvidedByUsedInInvestingActivities,2023-12-31,2024-12-28,-393333000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
cff,USD,USD millions,2024-12-28,NetCashProvidedByUsedInFinancingActivities,2023-12-31,2024-12-28,-626857000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
dividends,USD,USD millions,2024-12-28,PaymentsOfDividends,2023-12-31,2024-12-28,572355000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
employee_share_withholding,USD,USD millions,2024-12-28,TreasuryStockValueAcquiredCostMethod,2023-12-31,2024-12-28,42117000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
sbc,USD,USD millions,2024-12-28,ShareBasedCompensation,2023-12-31,2024-12-28,137162000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
restricted_cash_total,USD,USD millions,2024-12-28,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,2024-12-28,2080154000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
cash_change,USD,USD millions,2024-12-28,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,2023-12-31,2024-12-28,385998000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
fx_cash,USD,USD millions,2024-12-28,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,2023-12-31,2024-12-28,-26283000.0,0000950170-25-022760,2024.0,FY,10-K,2025-02-19,,2026-09-06T22:52:34.554469+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/,,,
acquisitions,USD,USD millions,2024-12-28,grmn:CashPaidForAcquisitionsNetOfCashAcquired,,,,,,,,2025-02-19,,2026-09-06T23:20:53.127445+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/grmn-20241228.htm,,16.444,2024.0
repurchase_plan,USD,USD millions,2024-12-28,grmn:PaymentForPurchaseOfTreasuryStockUnderShareRepurchasePlan,,,,,,,,2025-02-19,,2026-09-06T23:20:53.127445+00:00,https://www.sec.gov/Archives/edgar/data/1121788/000095017025022760/grmn-20241228.htm,,62.348,2024.0
